online_order,book_table,votes,location,rest_type,cuisines,Cost2plates,Type,Is_Success
Yes,No,27,Rajajinagar,Food Court,others,450.0,Delivery,0
Yes,No,10,others,Dessert Parlor,others,300.0,Delivery,0
Yes,No,37,Malleshwaram,Quick Bites,others,500.0,Delivery,0
Yes,No,121,others,Casual Dining,others,600.0,Delivery,0
Yes,No,244,others,Casual Dining,others,600.0,Delivery,1
Yes,No,4,others,Quick Bites,others,600.0,Delivery,0
Yes,No,8,others,Beverage Shop,others,150.0,Delivery,0
Yes,No,10,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese",600.0,Delivery,0
Yes,No,113,Rajajinagar,Quick Bites,"Mithai, Street Food",400.0,Delivery,1
Yes,No,0,others,"Takeaway, Delivery",North Indian,500.0,Delivery,1
Yes,No,0,others,Quick Bites,Fast Food,150.0,Delivery,1
Yes,Yes,2396,Rajajinagar,"Casual Dining, Bar",others,1100.0,Delivery,1
Yes,No,444,Malleshwaram,Casual Dining,others,600.0,Delivery,1
No,No,73,Rajajinagar,Quick Bites,"South Indian, Chinese",400.0,Delivery,0
Yes,No,0,Jayanagar,"Takeaway, Delivery",others,500.0,Delivery,1
Yes,No,4,Malleshwaram,"Takeaway, Delivery",Bakery,200.0,Delivery,0
Yes,No,9,others,Quick Bites,others,200.0,Delivery,0
Yes,No,397,Rajajinagar,Quick Bites,North Indian,450.0,Delivery,1
Yes,No,71,Rajajinagar,Quick Bites,"Fast Food, Beverages",400.0,Delivery,0
Yes,No,0,others,Delivery,Chinese,600.0,Delivery,1
Yes,No,30,Rajajinagar,Quick Bites,"North Indian, Chinese",350.0,Delivery,0
Yes,No,101,Rajajinagar,Quick Bites,others,400.0,Delivery,0
Yes,No,15,others,Quick Bites,others,350.0,Delivery,0
No,No,83,others,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,0
Yes,No,197,Malleshwaram,Dessert Parlor,"Desserts, Beverages",300.0,Delivery,1
Yes,No,41,others,"Takeaway, Delivery",North Indian,800.0,Delivery,1
Yes,No,36,others,Cafe,"Cafe, Fast Food",900.0,Delivery,0
Yes,No,25,Malleshwaram,Food Court,others,700.0,Delivery,0
Yes,No,349,Rajajinagar,Casual Dining,others,600.0,Delivery,0
Yes,No,104,Malleshwaram,others,others,400.0,Delivery,0
Yes,No,0,Malleshwaram,Delivery,Beverages,300.0,Delivery,1
Yes,No,43,Malleshwaram,Food Court,others,800.0,Delivery,1
Yes,No,787,Malleshwaram,Casual Dining,others,1000.0,Delivery,1
Yes,No,16,others,Quick Bites,others,300.0,Delivery,0
Yes,No,10,Rajajinagar,Quick Bites,"South Indian, Biryani",400.0,Delivery,0
Yes,No,40,others,Quick Bites,others,500.0,Delivery,0
Yes,No,268,Rajajinagar,Quick Bites,"South Indian, Biryani",250.0,Delivery,1
Yes,No,324,Malleshwaram,Casual Dining,others,650.0,Delivery,1
No,No,13,others,Quick Bites,South Indian,300.0,Delivery,0
Yes,No,60,others,Quick Bites,others,300.0,Delivery,0
No,No,101,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,0
Yes,No,37,others,Quick Bites,others,200.0,Delivery,0
Yes,No,21,Malleshwaram,Casual Dining,others,400.0,Delivery,1
Yes,No,10,others,"Dessert Parlor, Quick Bites",others,200.0,Delivery,0
Yes,No,280,others,Casual Dining,others,600.0,Delivery,1
Yes,No,285,others,Casual Dining,others,800.0,Delivery,1
Yes,No,135,others,Casual Dining,others,700.0,Delivery,1
Yes,No,75,others,Quick Bites,South Indian,200.0,Delivery,1
Yes,No,7,Rajajinagar,"Dessert Parlor, Quick Bites",others,200.0,Delivery,0
Yes,No,136,others,Quick Bites,others,500.0,Delivery,0
Yes,No,723,others,"Cafe, Bakery",others,400.0,Delivery,1
Yes,No,28,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300.0,Delivery,0
Yes,No,10,others,Quick Bites,others,250.0,Delivery,0
Yes,No,84,others,Quick Bites,Street Food,150.0,Delivery,1
No,No,6,others,Quick Bites,"South Indian, Biryani",400.0,Delivery,0
Yes,No,0,others,Quick Bites,South Indian,200.0,Delivery,1
Yes,No,9,Malleshwaram,Quick Bites,others,300.0,Delivery,0
No,No,7,Rajajinagar,Quick Bites,"North Indian, Fast Food",500.0,Delivery,0
Yes,No,45,others,Cafe,others,600.0,Delivery,0
Yes,No,39,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream",300.0,Delivery,0
Yes,No,17,Malleshwaram,Dessert Parlor,Desserts,400.0,Delivery,0
Yes,No,9,Malleshwaram,others,others,500.0,Delivery,0
Yes,No,0,Rajajinagar,Quick Bites,"Biryani, Kebab",250.0,Delivery,1
Yes,No,35,others,Dessert Parlor,Desserts,250.0,Delivery,1
Yes,No,462,Malleshwaram,Quick Bites,others,200.0,Delivery,1
Yes,No,0,Rajajinagar,Quick Bites,others,250.0,Delivery,1
Yes,No,26,others,Sweet Shop,"Mithai, Street Food",100.0,Delivery,1
Yes,No,57,Malleshwaram,Quick Bites,others,600.0,Delivery,0
Yes,No,43,others,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,1
Yes,No,140,others,Quick Bites,others,350.0,Delivery,1
Yes,No,59,Malleshwaram,Quick Bites,others,300.0,Delivery,1
No,No,0,others,Casual Dining,"North Indian, Chinese, South Indian",600.0,Delivery,1
Yes,No,112,others,Dessert Parlor,others,400.0,Delivery,1
Yes,No,60,Rajajinagar,Quick Bites,others,200.0,Delivery,0
Yes,No,74,others,Casual Dining,others,450.0,Delivery,0
Yes,No,33,Rajajinagar,Quick Bites,Street Food,200.0,Delivery,0
Yes,Yes,533,others,Casual Dining,others,1000.0,Delivery,1
Yes,No,7,others,Quick Bites,"Biryani, Kebab",400.0,Delivery,0
Yes,No,13,Rajajinagar,Dessert Parlor,others,200.0,Delivery,0
Yes,No,5,Malleshwaram,Quick Bites,"Chinese, Momos",150.0,Delivery,0
Yes,No,121,Malleshwaram,others,others,300.0,Delivery,1
Yes,No,98,Malleshwaram,Casual Dining,others,550.0,Delivery,0
Yes,No,131,Malleshwaram,Food Court,others,450.0,Delivery,1
Yes,No,71,Malleshwaram,others,others,500.0,Delivery,0
Yes,Yes,664,Malleshwaram,"Bar, Casual Dining",others,1100.0,Delivery,1
Yes,No,179,others,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,1
Yes,Yes,1102,Malleshwaram,Casual Dining,others,1500.0,Delivery,1
Yes,No,489,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,1
Yes,No,36,others,Casual Dining,others,700.0,Delivery,1
Yes,Yes,470,Malleshwaram,"Casual Dining, Bar",others,1200.0,Delivery,1
Yes,No,32,Rajajinagar,Quick Bites,others,800.0,Delivery,1
Yes,No,180,Rajajinagar,Casual Dining,others,500.0,Delivery,0
Yes,No,4,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,0
Yes,No,505,Malleshwaram,Cafe,others,500.0,Delivery,1
Yes,No,58,Malleshwaram,Food Court,others,300.0,Delivery,1
Yes,No,100,Malleshwaram,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Yes,No,12,Malleshwaram,Beverage Shop,Beverages,100.0,Delivery,0
Yes,No,73,Malleshwaram,Sweet Shop,"Mithai, Street Food",250.0,Delivery,1
Yes,No,35,others,Quick Bites,South Indian,200.0,Delivery,0
Yes,No,360,Malleshwaram,Food Court,Desserts,300.0,Delivery,1
Yes,No,2,others,Casual Dining,others,1000.0,Delivery,0
Yes,No,31,Malleshwaram,Quick Bites,others,200.0,Delivery,0
No,No,9,Rajajinagar,Casual Dining,others,550.0,Delivery,0
Yes,No,18,others,Beverage Shop,others,150.0,Delivery,0
No,No,47,others,Quick Bites,"Fast Food, Beverages",300.0,Delivery,0
Yes,No,36,Rajajinagar,Dessert Parlor,Bakery,400.0,Delivery,0
Yes,No,46,Malleshwaram,Casual Dining,others,700.0,Delivery,1
Yes,No,89,Rajajinagar,Quick Bites,others,200.0,Delivery,0
Yes,No,105,Malleshwaram,Quick Bites,others,300.0,Delivery,1
Yes,No,4,others,Quick Bites,others,200.0,Delivery,0
Yes,No,68,others,Casual Dining,"North Indian, Chinese",500.0,Delivery,0
Yes,No,4,Malleshwaram,"Beverage Shop, Quick Bites","Fast Food, Beverages",250.0,Delivery,0
Yes,Yes,675,Rajajinagar,Casual Dining,others,900.0,Delivery,1
Yes,No,87,Rajajinagar,Quick Bites,others,400.0,Delivery,1
Yes,No,75,others,Dessert Parlor,Desserts,350.0,Delivery,1
Yes,No,0,Malleshwaram,Dessert Parlor,Ice Cream,250.0,Delivery,1
Yes,No,274,Malleshwaram,Cafe,others,600.0,Delivery,1
Yes,Yes,405,others,"Casual Dining, Bar",others,800.0,Delivery,0
Yes,No,7,others,Quick Bites,South Indian,300.0,Delivery,0
Yes,Yes,428,Rajajinagar,Casual Dining,others,1100.0,Delivery,1
Yes,No,5,others,Quick Bites,others,350.0,Delivery,0
No,No,5,Malleshwaram,"Food Court, Quick Bites",others,400.0,Delivery,0
No,No,75,Rajajinagar,Quick Bites,others,300.0,Delivery,0
No,No,10,others,"Quick Bites, Beverage Shop",others,150.0,Delivery,0
Yes,No,377,Malleshwaram,Quick Bites,others,400.0,Delivery,1
Yes,No,0,Rajajinagar,Quick Bites,others,300.0,Delivery,1
Yes,No,9,Malleshwaram,Food Court,North Indian,500.0,Delivery,0
Yes,No,36,Malleshwaram,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Delivery,0
Yes,No,24,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,0
Yes,No,590,Rajajinagar,Casual Dining,others,600.0,Delivery,0
Yes,No,149,Rajajinagar,Casual Dining,Chinese,700.0,Delivery,1
Yes,No,572,others,Casual Dining,"Chinese, North Indian",800.0,Delivery,1
Yes,No,6,Rajajinagar,Quick Bites,others,200.0,Delivery,0
No,Yes,859,Rajajinagar,Casual Dining,others,800.0,Delivery,1
Yes,No,1734,Malleshwaram,Pub,others,1400.0,Delivery,1
Yes,No,18,Rajajinagar,Quick Bites,others,250.0,Delivery,1
Yes,No,9,others,Food Court,others,250.0,Delivery,0
Yes,No,26,others,Quick Bites,others,150.0,Delivery,0
Yes,No,75,Rajajinagar,Casual Dining,others,850.0,Delivery,0
Yes,No,44,Rajajinagar,Casual Dining,others,650.0,Delivery,0
Yes,No,71,Malleshwaram,others,others,150.0,Delivery,0
Yes,No,0,Malleshwaram,others,Desserts,200.0,Delivery,1
Yes,No,33,others,Quick Bites,"Biryani, Kebab",300.0,Delivery,0
Yes,No,9,Rajajinagar,"Takeaway, Delivery",others,200.0,Delivery,0
Yes,No,81,Malleshwaram,Quick Bites,North Indian,750.0,Delivery,0
No,No,0,Rajajinagar,"Takeaway, Delivery",North Indian,350.0,Delivery,1
Yes,No,162,Rajajinagar,Quick Bites,others,400.0,Delivery,0
Yes,No,0,others,Quick Bites,others,400.0,Delivery,1
Yes,No,86,Malleshwaram,Casual Dining,others,600.0,Delivery,1
Yes,No,109,Malleshwaram,Quick Bites,South Indian,120.0,Delivery,1
No,No,46,others,Casual Dining,South Indian,1000.0,Delivery,0
Yes,Yes,109,others,Bar,others,1200.0,Delivery,0
Yes,No,10,others,Quick Bites,others,300.0,Delivery,0
Yes,No,5,others,Quick Bites,South Indian,200.0,Delivery,0
Yes,No,4,Malleshwaram,Quick Bites,others,250.0,Delivery,0
Yes,No,88,Malleshwaram,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Delivery,1
Yes,No,441,others,Quick Bites,others,250.0,Delivery,1
Yes,No,24,Malleshwaram,"Food Court, Quick Bites",others,400.0,Delivery,0
Yes,No,96,Rajajinagar,Casual Dining,others,400.0,Delivery,0
Yes,No,31,Malleshwaram,Dessert Parlor,Bakery,150.0,Delivery,0
No,No,9,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,0
Yes,No,91,others,Quick Bites,others,250.0,Delivery,1
Yes,No,70,others,Casual Dining,others,800.0,Delivery,0
Yes,No,23,Malleshwaram,Food Court,Chinese,300.0,Delivery,0
Yes,No,16,others,Quick Bites,South Indian,150.0,Delivery,0
Yes,No,252,Malleshwaram,Cafe,others,400.0,Delivery,1
Yes,No,78,Rajajinagar,"Takeaway, Delivery",others,250.0,Delivery,1
Yes,No,9,Rajajinagar,Quick Bites,others,450.0,Delivery,0
No,No,40,Malleshwaram,Quick Bites,others,400.0,Delivery,1
Yes,No,8,others,Beverage Shop,Beverages,150.0,Delivery,0
Yes,No,98,Rajajinagar,Quick Bites,South Indian,300.0,Delivery,1
No,No,11,Malleshwaram,Quick Bites,Fast Food,250.0,Delivery,0
Yes,No,2416,Malleshwaram,Quick Bites,South Indian,150.0,Delivery,1
Yes,No,310,others,Quick Bites,South Indian,100.0,Delivery,1
Yes,No,297,Rajajinagar,Quick Bites,"Biryani, Kebab",400.0,Delivery,0
Yes,No,41,others,Casual Dining,others,1400.0,Delivery,0
No,No,930,Rajajinagar,"Casual Dining, Bar",others,800.0,Delivery,1
No,No,103,Rajajinagar,"Casual Dining, Bar",others,900.0,Delivery,0
Yes,No,27,Rajajinagar,Casual Dining,South Indian,500.0,Delivery,1
Yes,No,72,Malleshwaram,Cafe,others,500.0,Delivery,1
Yes,No,16,Rajajinagar,"Takeaway, Delivery",others,250.0,Delivery,0
Yes,No,4421,Malleshwaram,Quick Bites,South Indian,150.0,Delivery,1
No,Yes,620,Rajajinagar,Casual Dining,others,1000.0,Delivery,1
Yes,No,216,Rajajinagar,Quick Bites,"Biryani, Kebab",400.0,Delivery,1
Yes,No,77,others,Quick Bites,Biryani,400.0,Delivery,0
No,No,6,Rajajinagar,Quick Bites,others,400.0,Delivery,0
Yes,No,18,Rajajinagar,Quick Bites,others,200.0,Delivery,0
Yes,No,8,others,Quick Bites,South Indian,350.0,Delivery,0
Yes,No,123,others,Casual Dining,others,750.0,Delivery,0
Yes,No,327,Malleshwaram,Mess,South Indian,150.0,Delivery,1
Yes,No,20,Rajajinagar,Quick Bites,others,400.0,Delivery,1
Yes,No,83,others,Quick Bites,others,250.0,Delivery,0
Yes,No,66,Malleshwaram,Quick Bites,others,150.0,Delivery,1
Yes,No,4,Rajajinagar,Quick Bites,"South Indian, Biryani",400.0,Delivery,0
Yes,No,97,Rajajinagar,Quick Bites,others,150.0,Delivery,1
Yes,No,63,Rajajinagar,Quick Bites,North Indian,350.0,Delivery,1
No,No,102,Rajajinagar,Quick Bites,Biryani,350.0,Delivery,1
Yes,No,35,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,1
Yes,No,126,Rajajinagar,Quick Bites,South Indian,100.0,Delivery,1
Yes,No,87,others,Quick Bites,others,200.0,Delivery,1
Yes,No,74,others,Casual Dining,others,400.0,Delivery,1
Yes,No,94,Rajajinagar,Quick Bites,others,350.0,Delivery,0
No,No,46,Rajajinagar,Quick Bites,Biryani,300.0,Delivery,0
No,No,8,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery,0
Yes,No,163,others,Quick Bites,Biryani,250.0,Delivery,0
No,No,21,others,Quick Bites,South Indian,300.0,Delivery,0
Yes,No,18,others,Beverage Shop,others,400.0,Delivery,1
Yes,No,81,Malleshwaram,Casual Dining,others,600.0,Delivery,1
Yes,No,0,Rajajinagar,Quick Bites,others,250.0,Delivery,1
No,No,28,Rajajinagar,Quick Bites,others,450.0,Delivery,0
Yes,No,291,Malleshwaram,others,others,300.0,Delivery,1
Yes,No,41,Malleshwaram,Quick Bites,South Indian,150.0,Delivery,1
Yes,No,10,Rajajinagar,Quick Bites,others,300.0,Delivery,0
No,No,18,Rajajinagar,Casual Dining,North Indian,750.0,Delivery,0
No,No,8,Rajajinagar,"Takeaway, Delivery",Desserts,150.0,Delivery,0
Yes,No,27,others,Sweet Shop,"Mithai, Street Food",200.0,Delivery,0
No,No,0,Rajajinagar,"Takeaway, Delivery",South Indian,150.0,Delivery,1
Yes,Yes,57,Rajajinagar,Casual Dining,others,900.0,Delivery,0
No,No,42,Rajajinagar,Quick Bites,Street Food,200.0,Delivery,0
No,No,36,Rajajinagar,Quick Bites,South Indian,300.0,Delivery,0
Yes,No,27,Malleshwaram,Sweet Shop,others,250.0,Delivery,0
No,No,0,Rajajinagar,Casual Dining,"Chinese, North Indian",650.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,South Indian,300.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,North Indian,400.0,Delivery,1
Yes,No,7,others,Dessert Parlor,others,500.0,Delivery,0
No,No,0,Rajajinagar,Quick Bites,others,300.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,Biryani,400.0,Delivery,1
Yes,No,4,Rajajinagar,Quick Bites,Fast Food,200.0,Delivery,0
No,No,5,Rajajinagar,Quick Bites,others,200.0,Delivery,0
No,No,0,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,others,300.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,others,200.0,Delivery,1
No,No,0,Rajajinagar,"Takeaway, Delivery",North Indian,300.0,Delivery,1
No,No,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",450.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,others,200.0,Delivery,1
No,No,37,Rajajinagar,Quick Bites,South Indian,300.0,Delivery,0
No,No,38,Rajajinagar,Quick Bites,others,350.0,Delivery,0
No,No,4,Rajajinagar,Bakery,Bakery,300.0,Delivery,0
No,No,15,Rajajinagar,Casual Dining,others,700.0,Delivery,0
No,No,6,Rajajinagar,Dessert Parlor,Ice Cream,200.0,Delivery,0
No,No,4,Rajajinagar,Quick Bites,"North Indian, South Indian",400.0,Delivery,0
No,No,7,Rajajinagar,Casual Dining,"North Indian, Chinese",700.0,Delivery,0
No,No,5,Rajajinagar,Quick Bites,"South Indian, Chinese",300.0,Delivery,0
No,No,0,Rajajinagar,others,others,300.0,Delivery,1
No,No,0,Rajajinagar,Dessert Parlor,Desserts,300.0,Delivery,1
No,No,4,Rajajinagar,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
No,No,4,Rajajinagar,Quick Bites,others,400.0,Delivery,0
No,No,0,Rajajinagar,"Takeaway, Delivery",Beverages,250.0,Delivery,1
No,No,10,Rajajinagar,Quick Bites,"Biryani, Kebab",150.0,Delivery,0
No,No,0,Rajajinagar,Quick Bites,North Indian,150.0,Delivery,1
No,No,0,Rajajinagar,"Takeaway, Delivery",others,400.0,Delivery,1
No,No,0,Rajajinagar,others,"Fast Food, Beverages",100.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,others,200.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,others,300.0,Delivery,1
No,No,0,Rajajinagar,Quick Bites,"South Indian, Biryani",300.0,Delivery,1
No,No,0,Rajajinagar,Delivery,others,400.0,Delivery,1
Yes,No,0,Rajajinagar,"Beverage Shop, Quick Bites",others,200.0,Delivery,1
No,No,37,Rajajinagar,Quick Bites,Biryani,300.0,Delivery,0
Yes,No,22,Rajajinagar,Quick Bites,"North Indian, Fast Food",300.0,Delivery,0
No,No,0,Rajajinagar,Bakery,Bakery,300.0,Delivery,1
No,No,0,Rajajinagar,Bakery,Bakery,400.0,Delivery,1
No,No,4,Rajajinagar,Quick Bites,South Indian,400.0,Delivery,0
No,No,12,Rajajinagar,Bakery,"Bakery, Desserts",500.0,Delivery,0
No,No,0,Rajajinagar,Quick Bites,others,150.0,Delivery,1
No,No,6,Rajajinagar,Quick Bites,South Indian,400.0,Delivery,0
Yes,No,177,others,Quick Bites,Biryani,300.0,Delivery,1
No,No,453,Basavanagudi,Quick Bites,Street Food,100.0,Delivery,1
No,No,28,others,Casual Dining,others,1000.0,Delivery,0
No,No,175,others,Quick Bites,others,350.0,Delivery,1
No,No,7,Malleshwaram,Quick Bites,South Indian,200.0,Delivery,0
No,No,239,others,"Casual Dining, Cafe",others,600.0,Delivery,0
No,No,5,Malleshwaram,Sweet Shop,others,300.0,Delivery,0
No,No,57,others,Quick Bites,Desserts,600.0,Delivery,1
No,No,4,Malleshwaram,Sweet Shop,others,150.0,Delivery,0
No,No,0,others,Bakery,"Bakery, Desserts",500.0,Delivery,1
No,No,0,Malleshwaram,Quick Bites,South Indian,200.0,Delivery,1
No,No,0,others,Quick Bites,South Indian,250.0,Delivery,1
No,No,0,Malleshwaram,Delivery,"South Indian, Biryani",300.0,Delivery,1
Yes,No,0,others,Quick Bites,others,150.0,Delivery,1
No,No,0,Malleshwaram,Bakery,Bakery,150.0,Delivery,1
Yes,No,86,others,"Bar, Casual Dining",others,1500.0,Delivery,1
Yes,No,5,others,Quick Bites,"Biryani, Kebab",300.0,Delivery,0
Yes,No,0,others,Quick Bites,"North Indian, South Indian",250.0,Delivery,1
No,No,4,Basavanagudi,Quick Bites,others,150.0,Delivery,0
No,No,7,others,Sweet Shop,others,300.0,Delivery,0
No,No,31,Basavanagudi,Quick Bites,others,300.0,Delivery,0
Yes,No,19,Rajajinagar,others,"Desserts, Beverages",300.0,Delivery,0
Yes,No,4,others,"Takeaway, Delivery",others,200.0,Delivery,0
Yes,No,4,Basavanagudi,Quick Bites,others,200.0,Delivery,0
Yes,No,0,Malleshwaram,others,Desserts,200.0,Delivery,1
Yes,No,80,Malleshwaram,Cafe,Cafe,500.0,Delivery,1
No,Yes,1145,Malleshwaram,Casual Dining,"North Indian, South Indian",1100.0,Delivery,1
No,No,190,Malleshwaram,Dessert Parlor,others,200.0,Delivery,1
No,No,124,Malleshwaram,Food Court,others,400.0,Delivery,1
No,No,128,others,Casual Dining,others,600.0,Delivery,1
No,No,46,others,Quick Bites,others,350.0,Delivery,0
No,No,30,others,Quick Bites,others,300.0,Delivery,0
No,No,86,Malleshwaram,Casual Dining,"Chinese, North Indian",450.0,Delivery,0
No,No,0,others,Casual Dining,others,600.0,Delivery,1
Yes,No,25,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,1
No,No,178,others,Casual Dining,"Chinese, North Indian",750.0,Delivery,1
No,No,0,Malleshwaram,Quick Bites,South Indian,200.0,Delivery,1
No,No,0,Malleshwaram,Quick Bites,others,200.0,Delivery,1
No,No,6,Malleshwaram,Quick Bites,Chinese,300.0,Delivery,0
Yes,No,15,others,Quick Bites,others,300.0,Delivery,0
No,No,0,others,others,Biryani,200.0,Delivery,1
No,No,8,Malleshwaram,"Bakery, Dessert Parlor",Desserts,150.0,Delivery,0
No,No,0,others,Quick Bites,Fast Food,300.0,Delivery,1
Yes,No,13,Malleshwaram,Quick Bites,others,400.0,Delivery,1
No,No,0,others,Quick Bites,"Fast Food, Beverages",200.0,Delivery,1
No,No,0,others,"Quick Bites, Beverage Shop","Fast Food, Beverages",400.0,Delivery,1
No,No,0,others,Quick Bites,Biryani,300.0,Delivery,1
No,No,0,others,"Takeaway, Delivery",others,200.0,Delivery,1
No,No,4,Malleshwaram,Casual Dining,others,1500.0,Delivery,0
No,No,49,Malleshwaram,Food Court,others,800.0,Delivery,0
No,No,33,others,Casual Dining,others,650.0,Delivery,0
No,No,16,others,"Takeaway, Delivery",Desserts,300.0,Delivery,0
No,No,0,others,Sweet Shop,others,250.0,Delivery,1
No,No,0,Malleshwaram,Beverage Shop,others,100.0,Delivery,1
No,No,0,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",450.0,Delivery,1
No,No,0,others,others,Fast Food,300.0,Delivery,1
No,No,0,others,Dessert Parlor,others,400.0,Delivery,1
No,No,0,others,Quick Bites,Fast Food,250.0,Delivery,1
No,No,0,others,Sweet Shop,others,400.0,Delivery,1
No,No,0,others,Quick Bites,"Biryani, Kebab",300.0,Delivery,1
Yes,No,0,others,Delivery,others,750.0,Delivery,1
No,No,6,Malleshwaram,Casual Dining,others,700.0,Delivery,0
No,No,16,Malleshwaram,Food Court,"Fast Food, Beverages",400.0,Delivery,1
No,No,13,Malleshwaram,Mess,South Indian,200.0,Delivery,0
No,No,0,Malleshwaram,Bakery,Bakery,200.0,Delivery,1
No,No,6,others,Casual Dining,"North Indian, South Indian, Chinese",600.0,Delivery,0
No,No,11,others,Casual Dining,others,450.0,Delivery,0
No,No,7,others,Dessert Parlor,Desserts,100.0,Delivery,0
No,No,17,Malleshwaram,Dessert Parlor,Desserts,400.0,Delivery,0
No,No,49,others,"Sweet Shop, Quick Bites",others,250.0,Delivery,0
No,No,30,Malleshwaram,Quick Bites,others,500.0,Delivery,0
No,No,0,Malleshwaram,Delivery,others,150.0,Delivery,1
No,No,0,others,Quick Bites,South Indian,300.0,Delivery,1
No,No,0,others,Quick Bites,"South Indian, North Indian",150.0,Delivery,1
No,No,0,others,Delivery,others,700.0,Delivery,1
No,No,0,Malleshwaram,Beverage Shop,others,200.0,Delivery,1
No,No,0,others,Quick Bites,others,300.0,Delivery,1
No,No,0,others,Delivery,North Indian,400.0,Delivery,1
Yes,No,0,others,Quick Bites,Fast Food,200.0,Delivery,1
No,No,0,others,Quick Bites,others,250.0,Delivery,1
No,No,11,others,Quick Bites,"North Indian, South Indian",300.0,Delivery,0
No,No,0,others,Delivery,others,500.0,Delivery,1
No,No,0,others,Quick Bites,North Indian,300.0,Delivery,1
No,No,12,others,Casual Dining,"North Indian, South Indian, Chinese",800.0,Delivery,0
No,No,0,Malleshwaram,Quick Bites,"Biryani, Kebab",300.0,Delivery,1
No,No,20,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,0
No,No,270,Malleshwaram,Food Court,others,500.0,Delivery,0
Yes,No,0,others,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Delivery,1
No,No,0,others,Takeaway,South Indian,300.0,Delivery,1
Yes,No,290,Rajajinagar,"Takeaway, Delivery",others,600.0,Delivery,1
No,No,61,Rajajinagar,Quick Bites,Fast Food,150.0,Delivery,0
Yes,No,5,others,Quick Bites,South Indian,300.0,Delivery,0
Yes,No,19,others,Casual Dining,others,500.0,Delivery,0
Yes,No,10,Malleshwaram,others,"Desserts, Bakery",250.0,Delivery,0
Yes,No,7,others,Casual Dining,North Indian,700.0,Delivery,0
Yes,No,0,others,Delivery,"North Indian, Chinese",600.0,Delivery,1
Yes,No,36,others,"Casual Dining, Bar",others,1200.0,Delivery,1
No,No,1161,Rajajinagar,Bakery,"Bakery, Desserts",200.0,Desserts,1
Yes,No,114,Rajajinagar,Quick Bites,"Mithai, Street Food",400.0,Desserts,1
Yes,No,155,Rajajinagar,Dessert Parlor,Ice Cream,500.0,Desserts,1
Yes,No,115,Rajajinagar,Dessert Parlor,others,400.0,Desserts,1
No,No,8,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",450.0,Desserts,0
Yes,No,39,Rajajinagar,Delivery,"Bakery, Desserts",500.0,Desserts,1
Yes,No,7,Rajajinagar,"Dessert Parlor, Quick Bites",others,200.0,Desserts,0
Yes,No,39,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream",300.0,Desserts,0
No,No,56,Rajajinagar,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Desserts,1
No,No,8,Rajajinagar,Cafe,Cafe,400.0,Desserts,0
No,No,8,Rajajinagar,"Takeaway, Delivery",Desserts,150.0,Desserts,0
Yes,No,13,Rajajinagar,Dessert Parlor,others,200.0,Desserts,0
Yes,No,14,Rajajinagar,Bakery,Bakery,400.0,Desserts,0
Yes,No,36,Rajajinagar,Dessert Parlor,Bakery,400.0,Desserts,0
No,No,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",250.0,Desserts,1
Yes,No,20,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,0
No,No,10,Rajajinagar,"Dessert Parlor, Quick Bites",others,350.0,Desserts,0
No,No,0,Rajajinagar,Bakery,Bakery,300.0,Desserts,1
